"","X","url","id","Lng","Lat","Cid","tradeTime","DOM","followers","totalPrice","price","square","livingRoom","drawingRoom","kitchen","bathRoom","floor","buildingType","constructionTime","renovationCondition","buildingStructure","ladderRatio","elevator","fiveYearsProperty","subway","district","communityAverage"
"4826",4826,"https://bj.lianjia.com/chengjiao/101091990060.html","101091990060",116.674322,40.12784,1111027381855,"2016-07-22",100,25,244.5,27038,90.43,2,"2",1,1,"low 6",4,1999,1,2,0.5,0,1,0,13,41276
"4827",4827,"https://bj.lianjia.com/chengjiao/101091990087.html","101091990087",116.530268,39.931226,1111027381548,"2016-07-07",84,63,350,40230,87,2,"1",1,1,"mid 24",1,2001,4,6,0.2,1,0,1,7,49307
"4828",4828,"https://bj.lianjia.com/chengjiao/101091990101.html","101091990101",116.357588,39.886564,1111027374479,"2016-08-29",138,27,845,67417,125.34,3,"1",1,1,"high 18",1,1999,2,6,0.25,1,1,0,10,80602
"4829",4829,"https://bj.lianjia.com/chengjiao/101091990181.html","101091990181",116.514316,39.918722,1111027375678,"2016-09-08",148,51,500,60969,82.01,2,"2",1,1,"high 20",3,2007,4,6,0.5,1,0,0,7,75566
"4830",4830,"https://bj.lianjia.com/chengjiao/101091990222.html","101091990222",116.345863,39.877035,1111027379116,"2016-07-11",89,33,370,57516,64.33,1,"1",1,1,"low 18",4,2008,4,6,0.5,1,1,0,2,81880
"4831",4831,"https://bj.lianjia.com/chengjiao/101091990264.html","101091990264",116.320895,40.061583,1111027378128,"2016-07-07",85,139,605,47815,126.53,3,"2",1,2,"mid 8",4,2004,3,6,0.5,0,1,0,8,69655
"4832",4832,"https://bj.lianjia.com/chengjiao/101091990344.html","101091990344",116.438762,39.854215,1111027382728,"2016-06-20",67,43,184.5,31240,59.06,1,"0",1,1,"low 18",3,2003,3,6,0.182,1,1,1,2,50347
"4833",4833,"https://bj.lianjia.com/chengjiao/101091990440.html","101091990440",116.471931,40.008739,1111027378505,"2016-08-28",137,19,450,46875,96,2,"2",1,1,"mid 28",1,1998,3,6,0.3,1,0,1,7,57510
"4834",4834,"https://bj.lianjia.com/chengjiao/101091990445.html","101091990445",116.369971,39.856204,1111027381065,"2016-06-29",77,18,600,33922,176.88,4,"2",1,2,"mid 23",1,2002,3,6,0.273,1,1,1,2,58941
"4835",4835,"https://bj.lianjia.com/chengjiao/101091990522.html","101091990522",116.381531,40.089564,1111027377943,"2016-06-29",76,8,276,27327,101,2,"2",1,1,"high 6",4,2009,1,2,0.5,0,1,0,6,37961
"4836",4836,"https://bj.lianjia.com/chengjiao/101091990597.html","101091990597",116.45457,39.809878,1111027378970,"2016-07-10",88,63,205,31705,64.66,2,"1",1,1,"high 6",4,1998,3,2,0.333,0,1,0,4,40430
"4837",4837,"https://bj.lianjia.com/chengjiao/101091990600.html","101091990600",116.414708,40.012787,1111027377384,"2016-07-17",94,42,750,38859,193.01,5,"2",1,2,"bottom 26",1,2001,3,6,0.6,1,1,1,7,64181
"4838",4838,"https://bj.lianjia.com/chengjiao/101091990650.html","101091990650",116.427644,39.872632,1111027378689,"2016-06-27",74,53,188,45215,41.58,1,"1",1,1,"mid 4",4,1980,3,4,0.333,0,1,1,2,55470
"4839",4839,"https://bj.lianjia.com/chengjiao/101091990662.html","101091990662",116.460986,39.93382,1111027382359,"2016-06-24",72,17,412,75903,54.28,2,"1",1,1,"mid 5",4,1979,3,4,0.333,0,1,1,7,86292
"4840",4840,"https://bj.lianjia.com/chengjiao/101091990663.html","101091990663",116.413053,39.962564,1111027378889,"2016-06-28",76,41,315,75000,42,1,"1",1,1,"mid 6",4,1988,1,4,0.125,0,1,1,1,80845
"4841",4841,"https://bj.lianjia.com/chengjiao/101091990749.html","101091990749",116.386156,39.91037,1111027381104,"2016-06-19",66,27,715,97772,73.13,2,"1",1,1,"bottom 6",4,2004,3,6,0.25,0,1,1,10,109755
"4842",4842,"https://bj.lianjia.com/chengjiao/101091991044.html","101091991044",116.39584,39.979426,1111027381906,"2016-09-30",169,21,374.8,65014,57.65,2,"1",1,1,"low 6",4,1982,3,2,0.333,0,1,1,7,74873
"4843",4843,"https://bj.lianjia.com/chengjiao/101091991123.html","101091991123",116.384761,39.844664,1111027378517,"2016-08-31",139,88,380,39551,96.08,2,"2",1,2,"low 6",4,1996,4,2,0.5,0,0,1,2,51027
"4844",4844,"https://bj.lianjia.com/chengjiao/101091991125.html","101091991125",116.378758,40.022927,1111027377378,"2016-06-30",77,63,673,73811,91.18,2,"2",1,1,"low 21",3,2004,1,6,0.5,1,1,1,7,92196
"4845",4845,"https://bj.lianjia.com/chengjiao/101091991434.html","101091991434",116.426966,39.929506,1111027374965,"2016-07-06",83,41,359.8,93821,38.35,1,"0",1,1,"mid 14",4,2008,4,6,0.167,1,1,1,1,112709
"4846",4846,"https://bj.lianjia.com/chengjiao/101091991475.html","101091991475",116.636774,39.918867,1111027381072,"2016-07-07",84,43,197.5,27145,72.76,2,"1",1,1,"bottom 6",4,1996,3,2,0.5,0,0,0,11,35854
"4847",4847,"https://bj.lianjia.com/chengjiao/101091991642.html","101091991642",116.452235,39.820236,1111027378359,"2016-08-31",139,80,367,28450,129,3,"2",1,2,"low 6",4,2004,3,6,0.5,0,1,0,4,37362
"4848",4848,"https://bj.lianjia.com/chengjiao/101091992093.html","101091992093",116.504397,39.92941,1111027376016,"2016-08-08",116,56,308,42891,71.81,2,"1",1,1,"high 18",1,1996,4,6,0.2,1,1,1,7,56893
"4849",4849,"https://bj.lianjia.com/chengjiao/101091992109.html","101091992109",116.594801,39.928019,1111027375966,"2016-07-23",100,18,570,36934,154.33,3,"2",1,2,"low 19",1,2004,2,6,0.5,1,1,1,7,55339
"4850",4850,"https://bj.lianjia.com/chengjiao/101091992124.html","101091992124",116.662088,39.893938,1111027378992,"2016-08-27",135,51,610,40100,152.12,3,"2",1,1,"mid 15",3,2005,4,6,0.5,1,1,1,11,45031
"4851",4851,"https://bj.lianjia.com/chengjiao/101091992269.html","101091992269",116.430848,39.869676,1111027374324,"2016-07-30",107,25,440,46959,93.7,3,"1",1,1,"mid 22",1,1992,4,6,0.222,1,1,0,2,60465
"4852",4852,"https://bj.lianjia.com/chengjiao/101091992330.html","101091992330",116.455926,39.945052,1111027380701,"2016-07-04",81,35,610,68371,89.22,2,"1",1,1,"low 6",4,1999,4,2,0.5,0,0,0,7,71853
"4853",4853,"https://bj.lianjia.com/chengjiao/101091992444.html","101091992444",116.435055,39.941656,1111027375430,"2016-08-31",139,67,755,79608,94.84,3,"1",1,1,"low 8",4,2003,3,6,1,1,0,1,1,104629
"4854",4854,"https://bj.lianjia.com/chengjiao/101091992654.html","101091992654",116.309431,39.842691,1111027381704,"2016-07-20",97,20,298,52502,56.76,1,"1",1,1,"low 6",4,2001,4,6,0.5,0,0,1,2,58879
"4855",4855,"https://bj.lianjia.com/chengjiao/101091992659.html","101091992659",116.453086,39.898397,1111027374519,"2016-07-23",101,32,328,51468,63.73,1,"0",0,0,"high 23",1,2009,3,6,0.304,1,1,1,1,78590
"4856",4856,"https://bj.lianjia.com/chengjiao/101091992668.html","101091992668",116.42293,40.062106,1111027379502,"2016-09-06",145,13,745,41161,181,3,"1",0,1,"mid 5",4,2001,3,5,1,1,1,1,6,76355
"4857",4857,"https://bj.lianjia.com/chengjiao/101091992683.html","101091992683",116.41678,40.071013,1111027380055,"2016-07-13",90,37,406,27387,148.25,3,"1",1,2,"mid 13",4,2001,4,2,0.5,1,1,1,6,34439
"4858",4858,"https://bj.lianjia.com/chengjiao/101091992835.html","101091992835",116.475046,39.88209,1111027380436,"2016-06-22",69,23,192,45326,42.36,1,"1",1,1,"mid 16",1,1989,4,6,0.286,1,1,1,7,57814
"4859",4859,"https://bj.lianjia.com/chengjiao/101091992977.html","101091992977",116.605893,40.054165,1111027373802,"2016-07-20",97,10,166,24688,67.24,2,"1",1,1,"low 6",4,1994,3,2,0.5,0,1,0,7,39306
"4860",4860,"https://bj.lianjia.com/chengjiao/101091993214.html","101091993214",116.330578,39.966964,1111027380135,"2016-09-25",164,0,319,62550,51,1,"1",1,1,"mid 15",3,2006,4,6,0.217,1,1,1,8,80032
"4861",4861,"https://bj.lianjia.com/chengjiao/101091993236.html","101091993236",116.52013,39.936383,1111027374971,"2016-06-21",68,29,348,55779,62.39,1,"1",1,1,"mid 18",3,2006,4,6,0.4,1,1,0,7,70693
"4862",4862,"https://bj.lianjia.com/chengjiao/101091993333.html","101091993333",116.390549,39.957292,1111027375583,"2016-09-13",153,67,780,108651,71.79,2,"1",1,1,"high 6",4,2003,3,4,0.333,0,0,1,10,128939
"4863",4863,"https://bj.lianjia.com/chengjiao/101091993369.html","101091993369",116.511523,39.938707,1111027379068,"2016-08-31",139,63,485,39846,121.72,3,"2",1,1,"mid 21",1,2002,4,6,0.2,1,1,0,7,56812
"4864",4864,"https://bj.lianjia.com/chengjiao/101091993383.html","101091993383",116.643924,39.889841,1111027377211,"2016-09-14",153,25,410,38978,105.19,2,"2",1,1,"bottom 12",3,2005,3,6,0.333,1,1,0,11,43196
"4865",4865,"https://bj.lianjia.com/chengjiao/101091993496.html","101091993496",116.655445,40.137574,1111027381525,"2016-08-16",124,49,195,30943,63.02,2,"1",1,1,"mid 6",4,1988,4,2,0.5,0,0,1,13,36953
"4866",4866,"https://bj.lianjia.com/chengjiao/101091993527.html","101091993527",116.511545,39.904464,1111027378350,"2016-09-18",157,5,766,47284,162,3,"2",1,2,"mid 7",4,2009,4,6,0.5,1,1,1,7,59025
"4867",4867,"https://bj.lianjia.com/chengjiao/101091993623.html","101091993623",116.487301,39.90602,1111027381665,"2016-06-28",75,33,324,49323,65.69,1,"1",1,1,"low 24",1,2003,4,6,0.3,1,1,1,7,66042
"4868",4868,"https://bj.lianjia.com/chengjiao/101091993672.html","101091993672",116.471124,39.997686,1111041150253,"2016-12-24",254,33,965,91905,105,2,"1",1,1,"mid 27",3,NA,4,6,0.5,1,0,1,7,103438
"4869",4869,"https://bj.lianjia.com/chengjiao/101091993706.html","101091993706",116.524384,39.824643,1111040863006,"2016-07-03",81,56,150,25863,58,1,"1",1,1,"mid 6",4,2009,3,2,0.333,0,0,0,4,39309
"4870",4870,"https://bj.lianjia.com/chengjiao/101091993789.html","101091993789",116.337956,39.714942,1111027381163,"2016-07-13",90,12,229,23176,98.81,2,"1",1,1,"low 6",4,NA,3,4,0.5,0,1,0,4,36258
"4871",4871,"https://bj.lianjia.com/chengjiao/101091993809.html","101091993809",116.480675,39.868869,1111027382783,"2016-07-25",102,17,216.5,42812,50.57,1,"1",1,1,"mid 6",4,2005,3,2,0.25,0,1,0,7,60403
"4872",4872,"https://bj.lianjia.com/chengjiao/101091993896.html","101091993896",116.400443,39.890634,1111046877894,"2016-08-18",127,10,890,60768,146.46,3,"2",1,2,"high 6",4,NA,4,6,0.5,0,1,1,10,84269
"4873",4873,"https://bj.lianjia.com/chengjiao/101091993917.html","101091993917",116.379698,39.848129,1111027378082,"2016-06-29",76,16,200,42554,47,1,"0",1,1,"mid 11",4,2005,4,6,0.333,1,1,0,2,60793
"4874",4874,"https://bj.lianjia.com/chengjiao/101091994074.html","101091994074",116.488832,39.932702,1111027380005,"2016-07-29",107,33,260,51272,50.71,1,"1",1,1,"low 6",4,1999,4,2,0.333,0,1,1,7,61237
"4875",4875,"https://bj.lianjia.com/chengjiao/101091994076.html","101091994076",116.500382,39.805889,1111027373716,"2016-08-29",137,154,256,34935,73.28,2,"1",1,1,"high 18",3,2002,3,6,0.2,1,0,1,3,46608
"4876",4876,"https://bj.lianjia.com/chengjiao/101091994084.html","101091994084",116.382475,40.00646,1111027382471,"2016-08-28",136,36,985,42987,229.14,6,"2",1,2,"mid 6",4,1998,4,2,0.5,0,0,1,7,68093
"4877",4877,"https://bj.lianjia.com/chengjiao/101091994119.html","101091994119",116.295659,39.917143,1111027380464,"2016-07-31",108,21,888,86804,102.3,3,"1",1,1,"mid 7",4,1999,4,2,0.5,0,1,1,8,105652
"4878",4878,"https://bj.lianjia.com/chengjiao/101091994221.html","101091994221",116.370813,39.949254,1111027379070,"2016-07-11",88,139,599,77995,76.8,3,"1",1,1,"bottom 7",4,1991,4,2,0.333,0,1,1,10,94460
"4879",4879,"https://bj.lianjia.com/chengjiao/101091994311.html","101091994311",116.184432,40.053671,1111027375738,"2016-07-30",108,8,900,38462,234,4,"2",1,3,"mid 4",4,2009,3,6,0.5,1,0,0,8,47235
"4880",4880,"https://bj.lianjia.com/chengjiao/101091994366.html","101091994366",116.445751,39.903761,1111027379888,"2016-12-27",257,69,739,101233,73,2,"1",1,1,"high 11",4,2007,3,6,0.25,1,0,1,1,87766
"4881",4881,"https://bj.lianjia.com/chengjiao/101091994458.html","101091994458",116.568805,39.871534,1111027377025,"2016-06-30",77,12,600,37611,159.53,4,"2",1,3,"mid 7",4,2006,4,6,0.5,1,1,0,7,47736
"4882",4882,"https://bj.lianjia.com/chengjiao/101091994596.html","101091994596",116.280601,40.037442,1111027378170,"2016-09-25",165,270,498,57084,87.24,3,"1",1,1,"low 6",4,1995,4,2,0.5,0,1,1,8,61954
"4883",4883,"https://bj.lianjia.com/chengjiao/101091994735.html","101091994735",116.335332,40.067075,1111027376997,"2016-07-14",91,15,372,40768,91.25,2,"1",1,1,"mid 5",4,2003,4,4,0.5,0,1,0,6,52466
"4884",4884,"https://bj.lianjia.com/chengjiao/101091994758.html","101091994758",116.512916,39.966511,1111027374215,"2016-06-19",66,31,462,46386,99.6,2,"2",1,2,"low 14",1,2006,4,6,0.286,1,0,0,7,57709
"4885",4885,"https://bj.lianjia.com/chengjiao/101091994806.html","101091994806",116.385168,39.900454,1111027376564,"2016-08-07",115,29,443,94861,46.7,1,"1",1,1,"low 13",3,1999,3,6,0.333,1,1,1,10,106865
"4886",4886,"https://bj.lianjia.com/chengjiao/101091994809.html","101091994809",116.456795,39.973905,1111027380148,"2016-07-31",108,15,818,65227,125.41,2,"2",1,2,"low 28",4,2002,4,6,0.667,1,1,1,7,86465
"4887",4887,"https://bj.lianjia.com/chengjiao/101091995035.html","101091995035",116.412134,40.010398,1111027375536,"2016-06-21",68,38,455,39299,115.78,3,"1",1,1,"low 25",1,1997,3,6,0.2,1,1,1,7,58907
"4888",4888,"https://bj.lianjia.com/chengjiao/101091995042.html","101091995042",116.30313,39.950488,1111027376363,"2016-06-28",75,44,485,65541,74,3,"1",1,1,"mid 21",1,1993,4,6,0.286,1,0,1,8,81990
"4889",4889,"https://bj.lianjia.com/chengjiao/101091995129.html","101091995129",116.274641,39.888214,1111027380733,"2016-07-04",81,32,431,47889,90,2,"1",1,1,"low 21",1,2008,4,6,0.5,1,1,0,2,58954
"4890",4890,"https://bj.lianjia.com/chengjiao/101091995142.html","101091995142",116.35699,40.093976,1111027380088,"2016-06-27",74,12,380,30400,125,3,"1",1,2,"low 6",4,2005,3,2,0.5,0,0,1,6,46280
"4891",4891,"https://bj.lianjia.com/chengjiao/101091995168.html","101091995168",116.229771,39.908514,1111027377582,"2016-07-31",108,36,257,35043,73.34,2,"1",1,1,"mid 12",3,1996,4,6,1,1,1,0,9,45958
"4892",4892,"https://bj.lianjia.com/chengjiao/101091995274.html","101091995274",116.419996,40.001599,1111027375591,"2016-08-23",131,76,344,58985,58.32,2,"1",1,1,"low 6",4,1990,4,6,0.5,0,1,1,7,66462
"4893",4893,"https://bj.lianjia.com/chengjiao/101091995422.html","101091995422",116.343001,39.964408,1111027382494,"2016-08-10",118,22,428,74773,57.24,2,"1",1,1,"mid 5",4,1982,3,2,0.333,0,1,0,8,86585
"4894",4894,"https://bj.lianjia.com/chengjiao/101091995448.html","101091995448",116.670101,40.118729,1111027379626,"2016-06-30",77,24,223.7,26318,85,2,"1",1,1,"low 6",4,2000,4,2,0.5,0,0,0,13,34694
"4895",4895,"https://bj.lianjia.com/chengjiao/101091995653.html","101091995653",116.441716,39.946158,1111027376862,"2016-08-26",134,33,555,69602,79.74,1,"1",1,1,"high 27",1,NA,3,6,0.375,1,1,1,1,75365
"4896",4896,"https://bj.lianjia.com/chengjiao/101091995698.html","101091995698",116.430848,39.869676,1111027374324,"2016-08-08",116,48,280,50243,55.73,2,"1",1,1,"low 25",1,1992,4,6,0.222,1,1,1,2,60465
"4897",4897,"https://bj.lianjia.com/chengjiao/101091995730.html","101091995730",116.581295,39.910614,1111027379297,"2016-06-20",67,21,303,33526,90.38,2,"1",1,1,"bottom 6",4,2003,3,2,0.5,0,1,1,7,45307
"4898",4898,"https://bj.lianjia.com/chengjiao/101091995799.html","101091995799",116.357513,40.0711,1111027380996,"2016-07-20",97,21,472,46004,102.6,2,"1",1,1,"mid 5",4,2000,4,2,0.5,0,1,1,8,52390
"4899",4899,"https://bj.lianjia.com/chengjiao/101091995868.html","101091995868",116.382606,39.983696,1111027378253,"2016-06-15",62,54,322,78537,41,1,"1",1,1,"low 6",4,1989,3,2,0.333,0,1,1,8,89952
"4900",4900,"https://bj.lianjia.com/chengjiao/101091995990.html","101091995990",116.435511,39.946194,1111027374080,"2016-07-27",104,37,625,81487,76.7,2,"1",1,1,"mid 16",1,2003,4,6,0.2,1,1,1,1,96997
"4901",4901,"https://bj.lianjia.com/chengjiao/101091996115.html","101091996115",116.585161,39.87005,1111027380334,"2016-08-16",124,12,600,38665,155.18,3,"2",1,2,"mid 8",4,2005,4,6,0.5,1,0,0,7,48809
"4902",4902,"https://bj.lianjia.com/chengjiao/101091996150.html","101091996150",116.249496,40.221791,1111027378945,"2016-06-23",70,27,269,21016,128,3,"2",1,2,"mid 7",4,2001,4,2,0.5,0,1,0,6,37612
"4903",4903,"https://bj.lianjia.com/chengjiao/101091996154.html","101091996154",116.676119,39.887571,1111027375554,"2016-07-20",97,18,334,37728,88.53,2,"1",1,1,"low 13",4,2005,4,6,0.5,1,1,1,11,45024
"4904",4904,"https://bj.lianjia.com/chengjiao/101091996339.html","101091996339",116.524034,39.828866,1111040862975,"2016-07-08",85,20,300,37975,79,2,"1",1,1,"mid 9",3,2010,1,6,0.5,1,0,0,4,49524
"4905",4905,"https://bj.lianjia.com/chengjiao/101091996392.html","101091996392",116.441139,39.988927,1111027377245,"2016-07-06",83,42,283,59070,47.91,1,"0",1,1,"bottom 24",1,2000,4,6,0.3,1,1,0,7,66919
"4906",4906,"https://bj.lianjia.com/chengjiao/101091996524.html","101091996524",116.52013,39.936383,1111027374971,"2016-09-20",159,14,915,67444,135.67,3,"2",1,2,"high 15",4,2006,4,6,0.5,1,1,1,7,70693
"4907",4907,"https://bj.lianjia.com/chengjiao/101091996566.html","101091996566",116.605035,40.051164,1111027378574,"2016-07-15",92,23,145,24635,58.86,2,"1",1,1,"high 6",4,1991,3,2,0.25,0,1,0,7,39605
"4908",4908,"https://bj.lianjia.com/chengjiao/101091996619.html","101091996619",116.247008,39.906426,1111027382209,"2016-06-29",75,13,303,51270,59.1,1,"1",1,1,"low 26",3,2007,4,6,0.214,1,1,0,9,64222
"4909",4909,"https://bj.lianjia.com/chengjiao/101091996903.html","101091996903",116.422295,40.133927,1111027380410,"2016-08-05",113,93,250,16787,148.93,3,"2",1,2,"low 6",4,1999,3,2,0.5,0,1,0,6,31485
"4910",4910,"https://bj.lianjia.com/chengjiao/101091997004.html","101091997004",116.523444,39.92445,1111027376687,"2016-07-31",108,15,490,43093,113.71,2,"2",1,1,"high 29",1,2003,2,6,0.375,1,0,1,7,58126
"4911",4911,"https://bj.lianjia.com/chengjiao/101091997020.html","101091997020",116.446847,39.904164,1111027376039,"2016-06-26",72,74,340,58763,57.86,2,"1",1,1,"mid 6",4,1980,3,2,0.5,0,1,1,1,82623
"4912",4912,"https://bj.lianjia.com/chengjiao/101091997186.html","101091997186",116.482292,39.832552,1111027374881,"2016-06-23",69,54,298,31804,93.7,2,"2",1,1,"mid 6",4,2008,3,2,0.5,0,1,0,7,43069
"4913",4913,"https://bj.lianjia.com/chengjiao/101091997214.html","101091997214",116.419618,39.845427,1111027376424,"2016-08-29",136,430,210,39623,53,1,"1",1,1,"bottom 22",3,2005,3,6,0.4,1,0,1,2,57313
"4914",4914,"https://bj.lianjia.com/chengjiao/101091997303.html","101091997303",116.476213,39.897851,1111027379107,"2016-08-04",112,9,367,60164,61,2,"1",1,2,"mid 16",3,2012,4,6,0.194,1,0,1,7,89330
"4915",4915,"https://bj.lianjia.com/chengjiao/101091997470.html","101091997470",116.3367,39.897727,1111027378073,"2016-08-15",123,45,769,73322,104.88,2,"2",1,1,"low 28",1,2006,3,6,0.25,1,1,1,10,89617
"4916",4916,"https://bj.lianjia.com/chengjiao/101091997521.html","101091997521",116.674322,40.12784,1111027381855,"2016-07-10",86,6,305,30403,100.32,3,"1",1,2,"high 6",4,1999,4,4,0.5,0,1,0,13,41276
"4917",4917,"https://bj.lianjia.com/chengjiao/101091997816.html","101091997816",116.4515,39.904606,1111027377351,"2016-08-16",123,168,470,62055,75.74,2,"1",1,1,"mid 21",1,2005,3,6,0.25,1,1,1,1,84031
"4918",4918,"https://bj.lianjia.com/chengjiao/101091997817.html","101091997817",116.463257,39.816966,1111027375380,"2016-09-22",161,48,310,42542,72.87,1,"1",1,1,"mid 11",3,2000,3,6,0.333,1,0,1,4,43777
"4919",4919,"https://bj.lianjia.com/chengjiao/101091997941.html","101091997941",116.334817,39.884391,1111027373881,"2016-07-16",93,8,800,55945,143,3,"2",1,2,"low 15",4,2009,4,6,0.667,1,0,0,10,53521
"4920",4920,"https://bj.lianjia.com/chengjiao/101091998036.html","101091998036",116.154608,39.726495,1111027379063,"2016-07-24",101,59,210,23274,90.23,2,"2",1,1,"low 15",4,2008,2,6,0.25,1,1,1,5,35310
"4921",4921,"https://bj.lianjia.com/chengjiao/101091998078.html","101091998078",116.336244,39.932195,1111027374608,"2016-06-29",76,125,262,46372,56.5,2,"1",1,1,"mid 9",3,1996,3,2,0.4,1,0,1,8,83944
"4922",4922,"https://bj.lianjia.com/chengjiao/101091998584.html","101091998584",116.174718,39.774367,1111027377575,"2016-07-26",102,20,274,19572,140,4,"2",1,2,"mid 9",3,2004,4,6,0.5,0,1,0,5,33783
"4923",4923,"https://bj.lianjia.com/chengjiao/101091998796.html","101091998796",116.426617,39.867648,1111027377942,"2016-06-15",62,12,421,34509,122,3,"1",1,1,"mid 18",3,1998,3,6,0.286,1,0,1,2,52774
"4924",4924,"https://bj.lianjia.com/chengjiao/101091998819.html","101091998819",116.438315,39.988246,1111027379655,"2016-08-30",138,48,340,73785,46.08,2,"1",1,1,"mid 5",4,1991,3,2,0.25,0,0,1,7,75302
"4925",4925,"https://bj.lianjia.com/chengjiao/101091998917.html","101091998917",116.508075,39.936337,1111027375502,"2016-08-16",124,35,560,62725,89.28,2,"1",1,1,"mid 14",3,2008,4,6,0.5,1,0,1,7,74841
"4926",4926,"https://bj.lianjia.com/chengjiao/101091999012.html","101091999012",116.221799,39.807356,1111053885744,"2016-07-26",102,23,309,30000,103,3,"1",1,1,"low 18",4,NA,4,6,0.5,0,0,1,5,40750
"4927",4927,"https://bj.lianjia.com/chengjiao/101091999142.html","101091999142",116.288489,39.928841,1111027373697,"2016-07-24",100,50,353,61930,57,2,"1",1,1,"mid 6",4,1990,4,4,0.5,0,0,0,8,69557
"4928",4928,"https://bj.lianjia.com/chengjiao/101091999202.html","101091999202",116.430562,40.045549,1111027376255,"2016-06-29",75,29,300,45593,65.8,1,"1",1,1,"low 26",1,2004,3,6,0.3,1,1,0,7,52306
"4929",4929,"https://bj.lianjia.com/chengjiao/101091999521.html","101091999521",116.441781,39.991956,1111027379657,"2016-08-30",137,79,478,63590,75.17,1,"1",1,1,"mid 20",4,2008,4,6,0.5,1,0,0,7,70655
"4930",4930,"https://bj.lianjia.com/chengjiao/101091999532.html","101091999532",116.424766,39.841562,1111027379284,"2016-07-18",94,25,773,43874,176.19,4,"2",1,2,"low 15",4,2009,4,6,0.5,1,1,0,2,58174
